number,district,address,amount
13.212,Петроградский ,"Введенская ул., д.7",1
13.213,Петроградский ,"Введенская ул., д.8",1
13.214,Петроградский ,"Введенская ул., д.9",3
13.215,Петроградский ,"Воскова ул., д.11",1
13.216,Петроградский ,"Воскова ул., д.15-17",8
13.217,Петроградский ,"Воскова ул., д.22",1
13.218,Петроградский ,"Воскова ул., д.4",1
13.219,Петроградский ,"Всеволода Вишневского ул., д.18",1
13.220,Петроградский ,"Всеволода Вишневского ул., д.2, к.2",1
13.221,Петроградский ,"Вяземский пер., д.3",2
13.222,Петроградский ,"Вяземский пер., д.4",1
13.223,Петроградский ,"Вязовая ул., д.13",4
13.224,Петроградский ,"Вязовая ул., д.15",1
13.225,Петроградский ,"Газовая ул., д.15",1
13.226,Петроградский ,"Гатчинская ул., д.11",1
13.227,Петроградский ,"Гатчинская ул., д.2/54",1
13.228,Петроградский ,"Гатчинская ул., д.22",1
13.229,Петроградский ,"Гатчинская ул., д.23-25",2
13.230,Петроградский ,"Гатчинская ул., д.27-29",2
13.231,Петроградский ,Гренадерский мост,4
13.232,Петроградский ,"Грота ул., д.2",7
13.233,Петроградский ,"Дивенская ул., д.9/3",1
13.234,Петроградский ,"Динамо пр., д.3",3
13.235,Петроградский ,"Добролюбова пр., д.14",1
13.236,Петроградский ,"Добролюбова пр., д.18",12
13.237,Петроградский ,"Добролюбова пр., д.20",3
13.238,Петроградский ,"Добролюбова пр., д.25",1
13.239,Петроградский ,"Добролюбова пр., д.27",2
13.240,Петроградский ,"Елагин остров, д.4АЕ",2
13.241,Петроградский ,"Елагин остров, д.4Б",1
13.242,Петроградский ,"Елагин остров, д.4Г",1
13.243,Петроградский ,"Елагин остров, д.4Т",2
13.244,Петроградский ,"Елагин остров, д.4Х",1
13.245,Петроградский ,"Ждановская наб., д.1",4
13.246,Петроградский ,"Ждановская наб., д.11",2
13.247,Петроградский ,"Ждановская ул., д.1",4
13.248,Петроградский ,"Ждановская ул., д.13",2
13.249,Петроградский ,"Ждановская ул., д.21",1
13.250,Петроградский ,"Зверинская ул., д.12",2
13.251,Петроградский ,"Зверинская ул., д.17Б",1
13.252,Петроградский ,"Зверинская ул., д.23",2
13.253,Петроградский ,"Зверинская ул., д.29",1
13.254,Петроградский ,"Зверинская ул., д.32",3
13.255,Петроградский ,"Зверинская ул., д.32, лит.В",1
13.256,Петроградский ,"Зверинская ул., д.35-37",9
13.257,Петроградский ,"Зоологический пер., д.1-3",1
13.258,Петроградский ,"Ижорская ул., д.5",1
13.259,Петроградский ,"Каменноостровский пр., д.1",4
13.260,Петроградский ,"Каменноостровский пр., д.19",1
13.261,Петроградский ,"Каменноостровский пр., д.2",8
13.262,Петроградский ,"Каменноостровский пр., д.20",2
13.263,Петроградский ,"Каменноостровский пр., д.22",2
13.264,Петроградский ,"Каменноостровский пр., д.24",1
13.265,Петроградский ,"Каменноостровский пр., д.25/2",1
13.266,Петроградский ,"Каменноостровский пр., д.26",3
13.267,Петроградский ,"Каменноостровский пр., д.27",1
13.268,Петроградский ,"Каменноостровский пр., д.29",1
13.269,Петроградский ,"Каменноостровский пр., д.35/75",2
13.270,Петроградский ,"Каменноостровский пр., д.38/96",2
13.271,Петроградский ,"Каменноостровский пр., д.39",1
13.272,Петроградский ,"Каменноостровский пр., д.42",6
13.273,Петроградский ,"Каменноостровский пр., д.42Б",2
13.274,Петроградский ,"Каменноостровский пр., д.42В",3
13.275,Петроградский ,"Каменноостровский пр., д.43",1
13.276,Петроградский ,"Каменноостровский пр., д.44/16",4
13.277,Петроградский ,"Каменноостровский пр., д.44в, лит.В",1
13.278,Петроградский ,"Каменноостровский пр., д.53/22",4
13.279,Петроградский ,"Каменноостровский пр., д.54",1
13.280,Петроградский ,"Каменноостровский пр., д.55",1
13.281,Петроградский ,"Каменноостровский пр., д.61",2
13.282,Петроградский ,"Каменноостровский пр., д.63",1
13.283,Петроградский ,"Каменноостровский пр., д.64, к.3",3
13.284,Петроградский ,"Каменноостровский пр., д.64, лит.Ф",1
13.285,Петроградский ,"Каменноостровский пр., д.68",3
13.286,Петроградский ,"Каменноостровский пр., д.73",2
13.287,Петроградский ,"Каменноостровский пр., д.79, лит.В",1
13.288,Петроградский ,"Каменноостровский пр., д.81",3
13.289,Петроградский ,"Карповки наб., д.13",1
13.290,Петроградский ,"Карповки наб., д.19",3
13.291,Петроградский ,"Карповки р. наб., д.11",6
13.292,Петроградский ,"Карповки р. наб., д.21",1
13.293,Петроградский ,"Карповки р. наб., д.28",6
13.294,Петроградский ,"Карповки р. наб., д.32",2
13.295,Петроградский ,"Карповки р. наб., д.5",3
13.296,Петроградский ,"Кемская ул., д.10",1
13.297,Петроградский ,"Колпинская ул., д.10",1
13.298,Петроградский ,"Колпинская ул., д.18",1
13.299,Петроградский ,"Конный пер., д.1",3
13.300,Петроградский ,"Константиновский пр., д.12",5
13.301,Петроградский ,"Константиновский пр., д.20а",1
13.302,Петроградский ,"Константиновский пр., д.3",1
13.303,Петроградский ,"Корпусная ул., д.24Г",6
13.304,Петроградский ,"Корпусная ул., д.26",1
13.305,Петроградский ,"Котовского ул., д.1/10",1
13.306,Петроградский ,"Красного Курсанта ул., д.12",1
13.307,Петроградский ,"Красного Курсанта ул., д.15/2",1
13.308,Петроградский ,"Красного Курсанта ул., д.22",1
13.309,Петроградский ,"Красного Курсанта ул., д.28",1
13.310,Петроградский ,"Красного Курсанта ул., д.3",1
13.311,Петроградский ,"Красного Курсанта ул., д.34",1
13.312,Петроградский ,"Красного Курсанта ул., д.43",1
13.313,Петроградский ,"Красного Курсанта ул., д.6/9",10
13.314,Петроградский ,"Красного Курсанта ул., д.8",6
13.315,Петроградский ,"Крестовский пр., д.18",4
13.316,Петроградский ,"Кронверкская ул., д.12",1
13.317,Петроградский ,"Кронверкская ул., д.15",2
13.318,Петроградский ,"Кронверкская ул., д.19",5
13.319,Петроградский ,"Кронверкская ул., д.8",4
13.320,Петроградский ,"Кронверкский пр., д.25, к.2, лит. Д",1
13.321,Петроградский ,"Кронверкский пр., д.31",1
13.322,Петроградский ,"Кронверкский пр., д.35",3
13.323,Петроградский ,"Кронверкский пр., д.47",4
13.324,Петроградский ,"Кронверкский пр., д.5",2
13.325,Петроградский ,"Кронверкский пр., д.51",1
13.326,Петроградский ,"Кронверкский пр., д.55",2
13.327,Петроградский ,"Кронверкский пр., д.9",8
13.328,Петроградский ,"Куйбышева ул., д.1/5",1
13.329,Петроградский ,"Куйбышева ул., д.14",1
13.330,Петроградский ,"Куйбышева ул., д.21",1
13.331,Петроградский ,"Куйбышева ул., д.22, к.3, лит.Б",1
13.332,Петроградский ,"Куйбышева ул., д.27",1
13.333,Петроградский ,"Куйбышева ул., д.31",2
13.334,Петроградский ,"Куйбышева ул., д.36",1
13.335,Петроградский ,"Куйбышева ул., д.38-40",5
13.336,Петроградский ,"Куйбышева ул., д.40",1
13.337,Петроградский ,"Куйбышева ул., д.8",3
13.338,Петроградский ,Лазаревский мост,2
13.339,Петроградский ,"Лахтинская ул., д.28",1
13.340,Петроградский ,"Лахтинская ул., д.7",1
13.341,Петроградский ,"Левашовский пр., д.16А",4
13.342,Петроградский ,"Левашовский пр., д.20А",1
13.343,Петроградский ,"Левашовский пр., д.4",1
13.344,Петроградский ,"Левашовский пр., д.5",9
13.345,Петроградский ,"Ленина ул., д. 11",1
13.346,Петроградский ,"Ленина ул., д.1",1
13.347,Петроградский ,"Ленина ул., д.10",6
13.348,Петроградский ,"Ленина ул., д.20",5
13.349,Петроградский ,"Ленина ул., д.26",1
13.350,Петроградский ,"Ленина ул., д.29",3
13.351,Петроградский ,"Ленина ул., д.34",2
13.352,Петроградский ,"Ленина ул., д.39",4
13.353,Петроградский ,"Ленина ул., д.41",1
13.354,Петроградский ,"Ленина ул., д.5",3
13.355,Петроградский ,"Ленина ул., д.50",5
13.356,Петроградский ,"Ленина ул., д.8",1
13.357,Петроградский ,"Лизы Чайкиной ул., д.13",1
13.358,Петроградский ,"Лизы Чайкиной ул., д.14А",2
13.359,Петроградский ,"Лизы Чайкиной ул., д.15",1
13.360,Петроградский ,"Лизы Чайкиной ул., д.5",2
13.361,Петроградский ,"Лодейнопольская ул., д.8",1
13.362,Петроградский ,"Льва Толстого ул., д.12",3
13.363,Петроградский ,"Льва Толстого ул., д.17",3
13.364,Петроградский ,"Льва Толстого ул., д.19",3
13.365,Петроградский ,"Льва Толстого ул., д.3",3
13.366,Петроградский ,"Льва Толстого ул., д.6",1
13.367,Петроградский ,"Льва Толстого ул., д.6/8, к.2",2
13.368,Петроградский ,"Льва Толстого ул., д.6/8, к.4",1
13.369,Петроградский ,"Льва Толстого ул., д.8",3
13.370,Петроградский ,"М.Пушкарская ул., д.30",1
13.371,Петроградский ,"Малая Зеленина ул., д.6",1
13.372,Петроградский ,"Малая Посадская ул., д.17",3
13.373,Петроградский ,"Малая Посадская ул., д.19, лит.Б",1
13.374,Петроградский ,"Малая Посадская ул., д.20",1
13.375,Петроградский ,"Малая Посадская ул., д.21",1
13.376,Петроградский ,"Малая Посадская ул., д.24",1
13.377,Петроградский ,"Малая Пушкарская ул., д.5",1
13.378,Петроградский ,"Малая Разночинная ул., д.2",1
13.379,Петроградский ,"Малая Разночинная ул., д.3",1
13.380,Петроградский ,"Малая Разночинная ул., д.4",2
13.381,Петроградский ,"Малой Невки наб., д.25",1
13.382,Петроградский ,"Малый П.С. пр., д. 64/13",5
13.383,Петроградский ,"Малый П.С. пр., д.13",1
13.384,Петроградский ,"Малый П.С. пр., д.41",2
13.385,Петроградский ,"Малый П.С. пр., д.57",2
13.386,Петроградский ,"Малый П.С. пр., д.64/13",1
13.387,Петроградский ,"Малый П.С. пр., д.7, лит.Б",1
13.388,Петроградский ,"Малый П.С. пр., д.9/6",2
13.389,Петроградский ,"Маркина ул., д.10",1
13.390,Петроградский ,"Матвеевский пер., д.2В",2
13.391,Петроградский ,"Медиков пр., д. 9",4
13.392,Петроградский ,"Медиков пр., д.10",1
13.393,Петроградский ,"Мира ул. д.7, лит. В",1
13.394,Петроградский ,"Мира ул., д.14",2
13.395,Петроградский ,"Мира ул., д.14, лит.Д",1
13.396,Петроградский ,"Мира ул., д.15, к.1",1
13.397,Петроградский ,"Мира ул., д.18А",2
13.398,Петроградский ,"Мира ул., д.26",16
13.399,Петроградский ,"Мира ул., д.31",1
13.400,Петроградский ,"Мира ул., д.32, лит.Б",1
13.401,Петроградский ,"Мира ул., д.38",3
13.402,Петроградский ,"Мира ул., д.4",10
13.403,Петроградский ,"Мира ул., д.4А",2
13.404,Петроградский ,"Мончегорская ул., д.7",1
13.405,Петроградский ,"Морской пр., д.23",1
13.406,Петроградский ,"Мытнинская наб., д.11",1
13.407,Петроградский ,"Мытнинская наб., д.13",2
13.408,Петроградский ,"Мытнинская наб., д.7/5",2
13.409,Петроградский ,"Мытнинский пер., д.10",1
13.410,Петроградский ,"Мытнинский пер., д.5",4
13.411,Петроградский ,"Новоладожская ул., д.12",1
13.412,Петроградский ,"Новоладожская ул., д.8",10
13.413,Петроградский ,"Ольгина ул., д.2",9
13.414,Петроградский ,"Ораниенбаумская ул., д.13Б",5
13.415,Петроградский ,"Ординарная ул., д.1",1
13.416,Петроградский ,"Ординарная ул., д.20",2
13.417,Петроградский ,"Ординарная ул., д.21",1
13.418,Петроградский ,"Ординарная ул., д.3, лит.У",1
13.419,Петроградский ,"Ординарная ул., д.7",1
13.420,Петроградский ,"Офицерский пер., д.3-5",1
13.421,Петроградский ,"Офицерский пер., д.4",1
13.422,Петроградский ,"Певческий пер., д.4",10
13.423,Петроградский ,"Певческий пер., д.4А",2
13.424,Петроградский ,"Песочная наб., д.14Б",9
13.425,Петроградский ,"Песочная наб., д.14В",3
13.426,Петроградский ,"Петровская наб., д. 2",1
13.427,Петроградский ,"Петровская наб., д.4",1
13.428,Петроградский ,"Петровская наб., д.8",5
13.429,Петроградский ,"Петровский пр., д.10",4
13.430,Петроградский ,"Петровский пр., д.12",7
13.431,Петроградский ,"Петровский пр., д.18",2
13.432,Петроградский ,"Петровский пр., д.18/7",1
13.433,Петроградский ,"Петровский пр., д.20, к.3",1
13.434,Петроградский ,"Петровский пр., д.20, к.5",1
13.435,Петроградский ,"Петровский пр., д.26",2
13.436,Петроградский ,"Петровский пр., д.2Г",3
13.437,Петроградский ,"Петровский пр., д.3",1
13.438,Петроградский ,"Петроградская наб., д.2",4
13.439,Петроградский ,"Петроградская наб., д.26-28",1
13.440,Петроградский ,"Петрозаводская ул., д.1",1
13.441,Петроградский ,"Петрозаводская ул., д.5",1
13.442,Петроградский ,"Петрозаводская ул., д.8",1
13.443,Петроградский ,"Петропавловская крепость, д.6",3
13.444,Петроградский ,"Петропавловская ул., д.2",2
13.445,Петроградский ,"Петропавловская ул., д.8",3
13.446,Петроградский ,"Пионерская ул., д.1",1
13.447,Петроградский ,"Пионерская ул., д.11",1
13.448,Петроградский ,"Пионерская ул., д.20",1
13.449,Петроградский ,"Пионерская ул., д.22",2
13.450,Петроградский ,"Пионерская ул., д.37",1
13.451,Петроградский ,"Пионерская ул., д.44",2
13.452,Петроградский ,"Пионерская ул., д.63",1
13.453,Петроградский ,"Плуталова ул., д.20",1
13.454,Петроградский ,"Плуталова ул., д.24",3
13.455,Петроградский ,"Подковырова ул., д.1",1
13.456,Петроградский ,"Подковырова ул., д.20",1
13.457,Петроградский ,"Подковырова ул., д.28",8
13.458,Петроградский ,"Подковырова ул., д.43а",1
13.459,Петроградский ,"Подрезова ул., д.4",1
13.460,Петроградский ,"Полозова ул., д.11",1
13.461,Петроградский ,"Провиантская ул., д.10",1
13.462,Петроградский ,"Профессора Попова ул., д.14А",1
13.463,Петроградский ,"Профессора Попова ул., д.15",1
13.464,Петроградский ,"Профессора Попова ул., д.2",5
13.465,Петроградский ,"Профессора Попова ул., д.25",11
13.466,Петроградский ,"Профессора Попова ул., д.26",1
13.467,Петроградский ,"Профессора Попова ул., д.2Н",1
13.468,Петроградский ,"Профессора Попова ул., д.31А",1
13.469,Петроградский ,"Профессора Попова ул., д.33",10
13.470,Петроградский ,"Профессора Попова ул., д.39",2
13.471,Петроградский ,"Профессора Попова ул., д.40",1
13.472,Петроградский ,"Профессора Попова ул., д.43",1
13.473,Петроградский ,"Профессора Попова ул., д.6Б",6
13.474,Петроградский ,"Пудожская ул., д.4Б",2
13.475,Петроградский ,"Пудожская ул., д.6",9
13.476,Петроградский ,"Пудожская ул., д.7",4
13.477,Петроградский ,"Ремесленная ул., д.5",1
13.478,Петроградский ,"Ремесленная ул., д.6",1
13.479,Петроградский ,"Рентгена ул., д.10",6
13.480,Петроградский ,"Рентгена ул., д.15",8
13.481,Петроградский ,"Рентгена ул., д.23",2
13.482,Петроградский ,"Рентгена ул., д.6",1
13.483,Петроградский ,"Ропшинская ул., д.12",1
13.484,Петроградский ,"Ропшинская ул., д.23",1
13.485,Петроградский ,"Ропшинская ул., д.24",1
13.486,Петроградский ,"Ропшинская ул., д.30",2
13.487,Петроградский ,"Рыбацкая ул., д.10",1
13.488,Петроградский ,"Рыбацкая ул., д.4",1
13.489,Петроградский ,"Рыбацкая ул., д.6",1
13.490,Петроградский ,"Саблинская ул., д.14",8
13.491,Петроградский ,"Саблинская ул., д.5/21",1
13.492,Петроградский ,"Съезжинская ул., д. 5-7",2
13.493,Петроградский ,"Съезжинская ул., д.1",1
13.494,Петроградский ,"Съезжинская ул., д.11",2
13.495,Петроградский ,"Съезжинская ул., д.12",1
13.496,Петроградский ,"Съезжинская ул., д.18А",3
13.497,Петроградский ,"Съезжинская ул., д.19",2
13.498,Петроградский ,"Съезжинская ул., д.24",3
13.499,Петроградский ,"Съезжинская ул., д.26",2
13.500,Петроградский ,"Съезжинская ул., д.29",3
13.501,Петроградский ,"Съезжинская ул., д.34",1
13.502,Петроградский ,"Съезжинская ул., д.37",8
13.503,Петроградский ,"Съезжинская ул., д.8",1
13.504,Петроградский ,"Сытнинская пл., д.5/7",8
13.505,Петроградский ,"Сытнинская ул., д.14",1
13.506,Петроградский ,"Сытнинская ул., д.16",3
13.507,Петроградский ,"Сытнинская ул., д.22",2
13.508,Петроградский ,"Талалихина  пер., д.5/15",1
13.509,Петроградский ,"Талалихина пер., д.7",1
13.510,Петроградский ,"Татарский пер., д.16",6
13.511,Петроградский ,"Татарский пер., д.3",1
13.512,Петроградский ,"Татарский пер., д.8А",3
13.513,Петроградский ,"Троицкая пл., д.1",4
13.514,Петроградский ,"Троицкая пл., д.5",3
13.515,Петроградский ,"Чапаева ул., д.19",1
13.516,Петроградский ,"Чапаева ул., д.24",5
13.517,Петроградский ,"Чапыгина ул., д.11",1
13.518,Петроградский ,"Чапыгина ул., д.5",11
13.519,Петроградский ,"Чапыгина ул., д.6",1
13.520,Петроградский ,"Чкаловский пр., д.14",1
13.521,Петроградский ,"Чкаловский пр., д.18",1
13.522,Петроградский ,"Чкаловский пр., д.22",12
13.523,Петроградский ,"Чкаловский пр., д.27",1
13.524,Петроградский ,"Чкаловский пр., д.34",1
13.525,Петроградский ,"Чкаловский пр., д.35",2
13.526,Петроградский ,"Чкаловский пр., д.60",1
13.527,Петроградский ,"Шамшева ул., д.5/50",1
13.528,Петроградский ,"Шамшева ул., д.8",4
13.529,Петроградский ,"Шамшева ул., д.9",1
13.530,Петроградский ,"Яблочкова ул., д.2",1
13.531,Петроградский ,"Яблочкова ул., д.2/10",1
13.532,Петроградский ,"Яблочкова ул., д.22/3",3
14.1,Петродворцовый,"Петергофское ш., д.27 Южно-Приморский Парк",8
14.2,Петродворцовый,"Санкт-Петербургский пр., д. 9",3
14.3,Петродворцовый ,"Ломоносов, Александровская ул., д.38А",10
14.4,Петродворцовый ,"Ломоносов, Владимирская ул., д.28А",12
14.5,Петродворцовый ,"Ломоносов, Дегтярёва ул., д.1/7",17
14.6,Петродворцовый ,"Ломоносов, Жоры Антоненко ул., д.1",11
14.7,Петродворцовый ,"Ломоносов, Красноармейская ул., д.20",13
14.8,Петродворцовый ,"Ломоносов, Красного Флота ул., д.13",12
14.9,Петродворцовый ,"Ломоносов, Ораниенбаумский пр., д.39В",5
14.10,Петродворцовый ,"Ломоносов, Сафронова ул., д.5А",6
14.11,Петродворцовый ,"Ломоносов, Скуридина ул., д.6А",14
14.12,Петродворцовый ,"Ломоносов, Федюнинского ул., д.6",16
14.13,Петродворцовый ,"Петергоф, Аврова ул., д.19",5
14.14,Петродворцовый ,"Петергоф, Астрономическая ул., д.4",5
14.15,Петродворцовый ,"Петергоф, Ботаническая ул., д.14, к.1",8
14.16,Петродворцовый ,"Петергоф, Ботаническая ул., д.3, к.2",1
14.17,Петродворцовый ,"Петергоф, Ботаническая ул., д.3, к.4",1
14.18,Петродворцовый ,"Петергоф, Ботаническая ул., д.6",7
14.19,Петродворцовый ,"Петергоф, Ботаническая ул., д.8",7
14.20,Петродворцовый ,"Петергоф, Бульвар Разведчика ул., д.10, к.3",9
14.21,Петродворцовый ,"Петергоф, Бульвар Разведчика ул., д.6, к.5",10
14.22,Петродворцовый ,"Петергоф, Володи Дубинина ул., д.6",5
14.23,Петродворцовый ,"Петергоф, Гостилицкое ш., д.13, к.1",6
14.24,Петродворцовый ,"Петергоф, Железнодорожный переезд",2
14.25,Петродворцовый ,"Петергоф, Калининская ул., д.7",10
14.26,Петродворцовый ,"Петергоф, Константиновская ул., д.1",4
14.27,Петродворцовый ,"Петергоф, Никольская ул., д.10",5
14.28,Петродворцовый ,"Петергоф, Петергофская ул., д.13",1
14.29,Петродворцовый ,"Петергоф, Петергофская ул., д.15",5
14.30,Петродворцовый ,"Петергоф, Привокзальная пл., д.1",7
14.31,Петродворцовый ,"Петергоф, Разводная ул., д.12А",3
14.32,Петродворцовый ,"Петергоф, Разводная ул., д.27",13
14.33,Петродворцовый ,"Петергоф, Разводная ул., д.29",2
14.34,Петродворцовый ,"Петергоф, Самсониевская ул., д.3",4
14.35,Петродворцовый ,"Петергоф, Самсониевская ул., д.9",5
14.36,Петродворцовый ,"Петергоф, Санкт-Петербургский пр., д. 41",2
14.37,Петродворцовый ,"Петергоф, Санкт-Петербургский пр., д. 60",1
14.38,Петродворцовый ,"Петергоф, Санкт-Петербургский пр., д.14",1
14.39,Петродворцовый ,"Петергоф, Санкт-Петербургский пр., д.4",6
14.40,Петродворцовый ,"Петергоф, Санкт-Петербургский пр., д.43",8
14.41,Петродворцовый ,"Петергоф, Санкт-Петербургский пр., д.49",1
14.42,Петродворцовый ,"Петергоф, Санкт-Петербургский пр., д.4А",6
14.43,Петродворцовый ,"Петергоф, Санкт-Петербургский пр., д.6",4
14.44,Петродворцовый ,"Петергоф, Санкт-Петербургский пр., д.6/6",6
14.45,Петродворцовый ,"Петергоф, Санкт-Петербургский пр., д.61",5
14.46,Петродворцовый ,"Петергоф, Санкт-Петербургское ш., д.102",8
14.47,Петродворцовый ,"Петергоф, Торговая пл., д.8",6
14.48,Петродворцовый ,"Петергоф, Торговая пл., фонтан",8
14.49,Петродворцовый ,"Петергоф, Университетский пр., д.2",4
14.50,Петродворцовый ,"Петергоф, Халтурина ул., д.15, к.4",3
14.51,Петродворцовый ,"Петергоф, Царицынская ул., д.1",2
14.52,Петродворцовый ,"Петергоф, Царицынская ул., д.2",7
14.53,Петродворцовый ,"Петергоф, Чебышевская ул., д.12, к.3",4
14.54,Петродворцовый ,"Петергоф, Чичеринская ул., д.11, к.4",4
14.55,Петродворцовый ,"Петергоф, Шахматова ул., д.10",5
14.56,Петродворцовый ,"Петергоф, Шахматова ул., д.12, к.2",2
14.57,Петродворцовый ,"Петергоф, Шахматова ул., д.12, к.3",5
14.58,Петродворцовый ,"Петергоф, Шахматова ул., д.12, к.4",3
14.59,Петродворцовый ,"Петергоф, Шахматова ул., д.14, к.1",5
14.60,Петродворцовый ,"Петергоф, Эйхенская ул., д.21",2
14.61,Петродворцовый ,"Петергоф, Эрлеровский бул., 18",2
14.62,Петродворцовый ,"Петергоф, Эрлеровский бул., 20",8
14.63,Петродворцовый ,"Петергоф, Эрлеровский бул., д.1",7
14.64,Петродворцовый ,"Петергоф, Юты Бондаровской ул., д.21",5
15.1,Приморский,"Коломяжский пр., д. 21",2
15.2,Приморский,Пересечение Беговой ул. и Приморского пр.,1
15.3,Приморский,"Приморский пр., д. 137, корп. 1",5
15.4,Приморский,"Приморский пр., д. 139",1
15.5,Приморский,"Приморский пр., д. 143, корп. 2",2
15.6,Приморский,"Приморский пр., д. 147",1
15.7,Приморский,"Приморский пр., д. 149, корп. 1",7
15.8,Приморский,"Приморский пр., д. 156",2
15.9,Приморский,"Приморский пр., д. 91",2
15.10,Приморский,"Приморский пр., д. 93б",4
15.11,Приморский,"Савушкина ул., д. 116, лит. А",2
15.12,Приморский,"Савушкина ул., д. 119, корп. 5",1
15.13,Приморский,"Савушкина ул., д. 134, корп. 4",2
15.14,Приморский,"Яхтенная ул., д. 1, корп. 1",1
15.15,Приморский,"Яхтенная ул., д. 2, корп. 1",1
15.16,Приморский ,"Авиаконструкторов пр., д.14",4
15.17,Приморский ,"Авиаконструкторов пр., д.17, к.2",3
15.18,Приморский ,"Авиаконструкторов пр., д.21, к.2",4
15.19,Приморский ,"Авиаконструкторов пр., д.22",4
15.20,Приморский ,"Авиаконструкторов пр., д.4",4
15.21,Приморский ,"Авиаконструкторов пр., д.42, к.2",2
15.22,Приморский ,"Академика Шиманского ул., д.1",1
15.23,Приморский ,"Аэродромная ул., д.11, к.2",4
15.24,Приморский ,"Аэродромная ул., д.13, к.2",4
15.25,Приморский ,"Байконурская ул., д.11",2
15.26,Приморский ,"Байконурская ул., д.25",4
15.27,Приморский ,"Беговая ул., д.1, к.1",2
15.28,Приморский ,"Богатырский пр., д.10",2
15.29,Приморский ,"Богатырский пр., д.31",8
15.30,Приморский ,"Богатырский пр., д.36, к.1",1
15.31,Приморский ,"Богатырский пр., д.36, к.2",3
15.32,Приморский ,"Богатырский пр., д.4",9
15.33,Приморский ,"Богатырский пр., д.41",3
15.34,Приморский ,"Богатырский пр., д.5, к.1",2
15.35,Приморский ,"Богатырский пр., д.5, к.2",1
15.36,Приморский ,"Богатырский пр., д.5, к.3",1
15.37,Приморский ,"Богатырский пр., д.50, к.1",9
15.38,Приморский ,"Богатырский пр., д.55, к.1",3
15.39,Приморский ,"Богатырский пр., д.55, к.3",4
15.40,Приморский ,"Богатырский пр., д.58, к.2",2
15.41,Приморский ,"Богатырский пр., д.58, к.3",2
15.42,Приморский ,"Богатырский пр., д.58, к.4",27
15.43,Приморский ,"Богатырский пр., д.7, к.5",18
15.44,Приморский ,"Богатырский пр., д.8",3
15.45,Приморский ,"Богатырский пр., д.9",11
15.46,Приморский ,"Вербная ул., д.10",2
15.47,Приморский ,"Вербная ул., д.12",1
15.48,Приморский ,"Вербная ул., д.16",18
15.49,Приморский ,"Вербная ул., д.19, к.1",4
15.50,Приморский ,"Вербная ул., д.20, к.2",1
15.51,Приморский ,"Гаккелевская ул., д.22, к.2",7
15.52,Приморский ,"Гаккелевская ул., д.24",4
15.53,Приморский ,"Генерала Хрулёва ул., д.7А",18
15.54,Приморский ,"Дибуновская ул., д.10",2
15.55,Приморский ,"Дибуновская ул., д.41",7
15.56,Приморский ,"Долгоозерная ул., д.11",2
15.57,Приморский ,"Земский пер., д.11, к.1",3
15.58,Приморский ,"Земский пер., д.7",5
15.59,Приморский ,"Испытателей пр., д.10",4
15.60,Приморский ,"Испытателей пр., д.11, к.2",3
15.61,Приморский ,"Испытателей пр., д.12",3
15.62,Приморский ,"Испытателей пр., д.14",3
15.63,Приморский ,"Испытателей пр., д.15, к.2",2
15.64,Приморский ,"Испытателей пр., д.6, к.2",2
15.65,Приморский ,"Камышовая ул., д.18",4
15.66,Приморский ,"Камышовая ул., д.28, к.1",1
15.67,Приморский ,"Камышовая ул., д.28, к.2",1
15.68,Приморский ,"Камышовая ул., д.32, к.1",2
15.69,Приморский ,"Камышовая ул., д.48, к.2",18
15.70,Приморский ,"Камышовая ул., д.50, к.1",27
15.71,Приморский ,"Коломяжский пр., д.26",2
15.72,Приморский ,"Комендантский пр., д.12",5
15.73,Приморский ,"Комендантский пр., д.13, к.2",3
15.74,Приморский ,"Комендантский пр., д.17, к.3",13
15.75,Приморский ,"Комендантский пр., д.21, к.3",13
15.76,Приморский ,"Комендантский пр., д.22, к.3",4
15.77,Приморский ,"Комендантский пр., д.28, к.3",4
15.78,Приморский ,"Комендантский пр., д.29, к.2",4
15.79,Приморский ,"Комендантский пр., д.30, к.1",7
15.80,Приморский ,"Комендантский пр., д.32",2
15.81,Приморский ,"Комендантский пр., д.34, к.1",6
15.82,Приморский ,"Комендантский пр., д.35, к.4",3
15.83,Приморский ,"Комендантский пр., д.37, к.3",4
15.84,Приморский ,"Комендантский пр., д.42",4
15.85,Приморский ,"Комендантский пр., д.50, к.1",1
15.86,Приморский ,"Королева пр., д.11",4
15.87,Приморский ,"Королева пр., д.17",4
15.88,Приморский ,"Королева пр., д.18",3
15.89,Приморский ,"Королева пр., д.21, к.1",1
15.90,Приморский ,"Королева пр., д.27, к.1",2
15.91,Приморский ,"Королева пр., д.29, к.2",4
15.92,Приморский ,"Королёва пр., д.3, к.2",16
15.93,Приморский ,"Королева пр., д.34, к.2",2
15.94,Приморский ,"Королёва пр., д.44, к.2",6
15.95,Приморский ,"Королева пр., д.47, к.2",4
15.96,Приморский ,"Королёва пр., д.5",18
15.97,Приморский ,"Королева пр., д.50, к.3",3
15.98,Приморский ,"Королёва пр., д.8",4
15.99,Приморский ,"Котельникова аллея, д.1",2
15.100,Приморский ,"Котельникова аллея, д.6",1
15.101,Приморский ,"Ланская ул., д.12",18
15.102,Приморский ,"Ланское ш., д.13",4
15.103,Приморский ,"Ланское ш., д.20",1
